SÄMIKIELÂ UUCÂMSÄÄNI	SUOMI	SAAMEN_HAK	SUOMEN_HAK		SAAMEN_YHD	SUOMEN_YHD	SAAMEN_TAI	SUOMEN_HA2	SUOMEN_J_L	
orgaanvuá'hádâh  -vuá'háduv     	elimistö  	orgaan	elimistö		vuá'hádâh		-vuá'háduv			
organismâ  organiismâ     	eliö  	organismâ	eliö				organiismâ			
orgester       	orkesteri  	orgester	orkesteri							
orientaallâš  orientaallii     	itämainen  	orientaallâš	itämainen				orientaallii			
orjâlâš  orjâlii     	pohjoissaamelainen  	orjâlâš	pohjois			saamelainen	orjâlii			
orjâlâš  orjâlii     	tunturisaamelainen  	orjâlâš	tunturi			saamelainen	orjâlii			
orjâlâškieLâ  -kielâ     	pohjoissaame  	orjâlâš	pohjois		kieLâ	saame	-kielâ			
orjâlâšpiegâpeln       	lännessä  	orjâlâš	lännessä		piegâpeln					
orkester       	orkesteri  	orkester	orkesteri							
ornášuđ  ornášuVá     	hoitua  	ornášuđ	hoitua				ornášuVá			
ornášuđ  ornášuVá     	järjestyä  	ornášuđ	järjestyä				ornášuVá			
ornâšuđ  ornâšuVá     	hoitua  	ornâšuđ	hoitua				ornâšuVá			
ornâšuđ  ornâšuVá     	järjestyä  	ornâšuđ	järjestyä				ornâšuVá			
orniđ  orniim uár'nee     	järjestää  	orniđ	järjestää				orniim uár'nee			
orniđ puustavij mild       	aakkostaa  	orniđ 	aakkostaa		puustavij mild					
orniistâllâđ  orniistâlâm     	järjestellä  	orniistâllâđ	järjestellä				orniistâlâm			
orniistâllâm       	järjestely  	orniistâllâm	järjestely							
o'rnijdâh  o'rnijduv     	järjestö  	o'rnijdâh	järjestö				o'rnijduv			
o'rnijdem       	järjestäytyminen  	o'rnijdem	järjestäytyminen							
o'rnijduMe  o'rnijdume     	järjestö  	o'rnijduMe	järjestö				o'rnijdume			
o'rnijduuhánnáá  # -s     	järjestymätön  	o'rnijduuhánnáá	järjestymätön				# -s			
orodiđ  oorood     	asustella  	orodiđ	asustella				oorood			
orodiđ  oorood     	oleilla  	orodiđ	oleilla				oorood			
orodiđ  oorood     	oleskella  	orodiđ	oleskella				oorood			
orosistiđ  orosistám     	pysähtyä  (vähäksi aikaa)	orosistiđ	pysähtyä				orosistám		(vähäksi aikaa)	
orostâh  orostuv     	pysäkki  	orostâh	pysäkki				orostuv			
orostâllâđ       	oleilla  	orostâllâđ	oleilla							
orostâllâđ       	oleskella  	orostâllâđ	oleskella							
orostâllâđ       	asustella  	orostâllâđ	asustella							
orostiđ  ooroost     	jäädä joksikin aikaa jhk  	orostiđ	jäädä 			joksikin aikaa jhk	ooroost			
orostiđ  ooroost     	pysähtyä  	orostiđ	pysähtyä				ooroost			
orostistiđ       	jäädä jhk vähäksi aikaa  	orostistiđ	jäädä 			jhk vähäksi aikaa				
orostistiđ       	olla jssak vähän aikaa  	orostistiđ	olla 			jssak vähän aikaa				
orostistiđ       	pysähtyä  (vähäksi aikaa)	orostistiđ	pysähtyä						(vähäksi aikaa)	
orostittiđ       	pysäyttää  	orostittiđ	pysäyttää							
orottâh  orottuv     	asentopaikka  	orottâh	asento			paikka	orottuv			
orrâ  oorâ     	naru  	orrâ	naru				oorâ			
orrâ  oorâ     	nuora  	orrâ	nuora				oorâ			
orrâjyel'gi  -jyelgi     	kanipuu  (ulkujen tukipuu)	orrâ	kani		jyel'gi	puu	-jyelgi		(ulkujen tukipuu)	
orrâkieLâ  -kielâ     	köysiansa  	orrâ	köysi		kieLâ	ansa	-kielâ			
orroo       	asuva  	orroo	asuva							
orroo       	oleva  	orroo	oleva							
orroo       	sijaitseva  	orroo	sijaitseva							
orroo       	asuja  	orroo	asuja							
orroo       	asukas  	orroo	asukas							
orroo       	olija  	orroo	olija							
orroođ  orom oRo     	oleskella  	orroođ	oleskella				orom oRo			
orroođ  orom oRo     	olla  (oleilla, asua)	orroođ	olla				orom oRo		(oleilla, asua)	
orroođ  orom oRo     	tuntua  (jltak)	orroođ	tuntua				orom oRo		(jltak)	
orroođ  orom oRo     	vaikuttaa  (jltak)	orroođ	vaikuttaa				orom oRo		(jltak)	
orrookuál'kki  -kuálhi     	peilityyni  (vedenpinnasta)	orroo	peili		kuál'kki	tyyni	-kuálhi		(vedenpinnasta)	
orrookuál'kki  -kuálhi     	rasvatyyni  (vedenpinnasta)	orroo	rasva		kuál'kki	tyyni	-kuálhi		(vedenpinnasta)	
orroom       	asutus  	orroom	asutus							
orroom       	olemus  	orroom	olemus							
orroom       	oleskelu  	orroom	oleskelu							
orroomčuoVâ  -čuovâ     	seisontavalo  	orroom	seisonta		čuoVâ	valo	-čuovâ			
orroomlope  -love     	oleskelulupa  	orroom	oleskelu		lope	lupa	-love			
orroommáášu       	rauhallinen olo  (pystyy rauhoittumaan)	orroom	rauhallinen 		máášu	olo			(pystyy rauhoittumaan)	
orrooruuđah       	säästöt  	orroo	säästöt		ruuđah					
o'rtâstiđ  oortâst     	hirttää  	o'rtâstiđ	hirttää				oortâst			
ortodoksilâš  ortodoksilii     	ortodoksinen  	ortodoksilâš	ortodoksinen				ortodoksilii			
orttâ  oortâ     	yrtti  	orttâ	yrtti				oortâ			
orttâteeJâ  -teejâ     	yrttitee  	orttâ	yrtti		teeJâ	tee	-teejâ			
orvâđ  oorvâm arva     	hirvetä  	orvâđ	hirvetä				oorvâm arva			
orvâđ  oorvâm arva     	uskaltaa  (esim. tehdä jtak)	orvâđ	uskaltaa				oorvâm arva		(esim. tehdä jtak)	
o'rvâttuđ  o'rvâttuum     	lannistua  	o'rvâttuđ	lannistua				o'rvâttuum			
o'škâstiđ  ooškâst     	vettyä  (jäästä talvella)	o'škâstiđ	vettyä				ooškâst		(jäästä talvella)	
o'škâstiđ  ooškâst     	paantaa  	o'škâstiđ	paantaa				ooškâst			
o'skeldâttâđ  o'skeldâđâm     	rohjeta  	o'skeldâttâđ	rohjeta				o'skeldâđâm			
o'skeldâttâđ  o'skeldâđâm     	uskaltautua  	o'skeldâttâđ	uskaltautua				o'skeldâđâm			
o'skeldiđ  oskeeld     	rohjeta  	o'skeldiđ	rohjeta				oskeeld			
o'skeldiđ  oskeeld     	uskaltaa  	o'skeldiđ	uskaltaa				oskeeld			
osko  o'sko     	usko  	osko	usko				o'sko			
oskođ  o'skom     	uskoa  	oskođ	uskoa				o'skom			
o'skolâš  o'skolii     	uskollinen  	o'skolâš	uskollinen				o'skolii			
o'skolâš  o'skolii     	harras  (esim. uskovainen)	o'skolâš	harras				o'skolii		(esim. uskovainen)	
o'skolâšvuotâ  o'skolâšvuođâ     	uskollisuus  	o'skolâšvuotâ	uskollisuus				o'skolâšvuođâ			
o'skoldâh  o'skolduv     	uskonto  	o'skoldâh	uskonto				o'skolduv			
o'skoldâhkodde  -kode     	uskontokunta  	o'skoldâh	uskonto		kodde	kunta	-kode			
o'skoldâhlâš  o'skoldâhlii     	uskonnollinen  	o'skoldâhlâš	uskonnollinen				o'skoldâhlii			
o'skoldâhlâšvuotâ  o'skoldâhlâšvuođâ     	uskonnollisuus  	o'skoldâhlâšvuotâ	uskonnollisuus				o'skoldâhlâšvuođâ			
o'skoldâhrijjâvuotâ  -rijjâvuođâ     	uskonnonvapaus  	o'skoldâh	uskonnon		rijjâvuotâ	vapaus	-rijjâvuođâ			
oskomuš       	uskomus  	oskomuš	uskomus							
oskomušlâš  oskomušlii     	myyttinen  	oskomušlâš	myyttinen				oskomušlii			
oskomušlâš  oskomušlii     	uskomuksellinen  	oskomušlâš	uskomuksellinen				oskomušlii			
o'skopittá  -pitá     	uskonkappale  	o'sko	uskon		pittá	kappale	-pitá			
o'skoputestem       	uskonpuhdistus  	o'sko	uskon		putestem	puhdistus				
o'skottâllâđ  o'skottâlâm     	uskotella  	o'skottâllâđ	uskotella				o'skottâlâm			
o'skotteijee       	uskottava  	o'skotteijee	uskottava							
o'skottem  # o'skottes     	uskonnoton  	o'skottem	uskonnoton				# o'skottes			
o'skottem  # o'skottes     	epäuskoinen  	o'skottem	epä			uskoinen	# o'skottes			
o'skottem  # o'skottes     	uskoton  	o'skottem	uskoton				# o'skottes			
o'skottettee       	todennäköinen  	o'skottettee	toden			näköinen				
o'skottettee       	uskottava  	o'skottettee	uskottava							
o'skottiđ  oskoot     	saada uskomaan  	o'skottiđ	saada 			uskomaan	oskoot			
o'skottiđ  oskoot     	vakuutella  	o'skottiđ	vakuutella				oskoot			
o'skotu'bdâstâs       	uskontunnustus  	o'sko	uskon		tu'bdâstâs	tunnustus				
oskovâš  oskováá     	uskovainen  	oskovâš	uskovainen				oskováá			
ostâđ  oostâm asta     	ehtiä  	ostâđ	ehtiä				oostâm asta			
ostâđ  oostâm asta     	joutaa  	ostâđ	joutaa				oostâm asta			
o'stâdiđ  ostâd     	antaa vapaa-aikaa jllek  	o'stâdiđ	antaa 			vapaa-aikaa jllek	ostâd			
ostâliđ       	ostella  (yrittää ostaa)	ostâliđ	ostella						(yrittää ostaa)	
ostâliđ       	yrittää ostaa  	ostâliđ	yrittää 			ostaa				
o'stâstuđ  o'stâstuum     	ehtiä  	o'stâstuđ	ehtiä				o'stâstuum			
o'stâstuđ  o'stâstuum     	löytää aikaa jhk  	o'stâstuđ	löytää 			aikaa jhk	o'stâstuum			
o'stâstuđ  o'stâstuVá     	ehtiä  (jhk olla aikaa mennä jhk)	o'stâstuđ	ehtiä				o'stâstuVá		(jhk olla aikaa mennä jhk)	
osteoporoos       	luukato  	osteoporoos	luu			kato				
osteoporoos       	osteoporoosi  	osteoporoos	osteoporoosi							
ostervinnjooh  -vinjoheh     	osterivinokas  Pleurotus ostreatus	oster	osteri		vinnjooh	vinokas	-vinjoheh		Pleurotus ostreatus	
osto  o'sto     	parkki  (nahan parkitsemiseen)	osto	parkki				o'sto		(nahan parkitsemiseen)	
ostodiđ       	parkita  	ostodiđ	parkita							
ostoduđ  ostoduVá     	olla parkittumassa  (nahoista)	ostoduđ	olla 			parkittumassa	ostoduVá		(nahoista)	
ostoduđ  ostoduVá     	tulla parkituksi  (nahoista)	ostoduđ	tulla 			parkituksi	ostoduVá		(nahoista)	
ostomuoRâ  -muorâ     	paju  Salix caprea	osto	paju		muoRâ		-muorâ		Salix caprea	
o'štus       	todellakin  	o'štus	todellakin							
o'štus       	todella  	o'štus	todella							
otânâššâđ  otânâšâm     	kehittyä  	otânâššâđ	kehittyä				otânâšâm			
ovdâčielgi       	etuselkä  	ovdâ	etu		čielgi	selkä				
o'vdâdâs       	etuus  	o'vdâdâs	etuus							
o'vdâdâs       	etu  	o'vdâdâs	etu							
ovdâeeči  -eeJi     	esi-isä  	ovdâ	esi		eeči	-isä	-eeJi			
ovdâháástâllâđ  ovdáháástâlâm     	etuilla  	ovdâháástâllâđ	etuilla				ovdáháástâlâm			
ovdâháástâllâđ  ovdáháástâlâm     	seisoa jk tiellä  	ovdâháástâllâđ	seisoa 			jk tiellä	ovdáháástâlâm			
ovdâhâš  ovdâháá     	etiäinen  	ovdâhâš	etiäinen				ovdâháá			
ovdâhistiđ  ovdâhistám     	etuilla  	ovdâhistiđ	etuilla				ovdâhistám			
ovdâhistorjá  -histoorjá     	esihistoria  	ovdâ	esi		historjá	historia	-histoorjá			
ovdâjuurdâ  -jurduu     	asenne  	ovdâ	asenne		juurdâ		-jurduu			
ovdâjuurdâ  -jurduu     	ennakkoasenne  	ovdâ	ennakko		juurdâ	asenne	-jurduu			
ovdâkaavpug       	esikaupunki  	ovdâ	esi		kaavpug	kaupunki				
ovdâkeeči  -keeJi     	etupää  	ovdâ	etu		keeči	pää	-keeJi			
ovdâkessee       	etuvetoinen  	ovdâ	etu		kessee	vetoinen				
ovdâkietâ  -kieđâ     	etukaihdin  (etuhaara poronsarven tyvessä)	ovdâ	etu		kietâ	kaihdin	-kieđâ		(etuhaara poronsarven tyvessä)	
ovdâkietân       	etukäteen  	ovdâ	etu		kietân	käteen				
ovdâkiistâ  -kistuu     	auringon sappi  (auringosta myötäpäivään)	ovdâ	auringon 		kiistâ	sappi	-kistuu		(auringosta myötäpäivään)	
ovdâkiäSu  -kiäsu     	etuveto  	ovdâ	etu		kiäSu	veto	-kiäsu			
ovdâkodde  -kode     	esikunta  	ovdâ	esi		kodde	kunta	-kode			
ovdâkoVe  -kove     	esikuva  	ovdâ	esi		koVe	kuva	-kove			
ovdâkärdin       	esipiha  	ovdâ	esi		kärdin	piha				
ovdâl       	ennen  	ovdâl	ennen							
ovdâláá       	vähän ennen  	ovdâláá	vähän 			ennen				
ovdâlaaSâ  -laasâ     	tuulilasi  	ovdâ	tuuli		laaSâ	lasi	-laasâ			
ovdâla'bdos  -labdos     	etuliite  	ovdâ	etu		la'bdos	liite	-labdos			
ovdâláhháá       	aivan vähän ennen  	ovdâláhháá	aivan 			vähän ennen				
ovdâláigusopâmuš       	esivuokrasopimus  	ovdâ	esi		láigusopâmuš	vuokrasopimus				
ovdâlaSâsikkoo       	tuulilasinpyyhin  	ovdâ	tuuli		laSâsikkoo	lasinpyyhin				
ovdâlijne  -liijne     	esiliina  	ovdâ	esi		lijne	liina	-liijne			
ovdâlist       	aiemmin  	ovdâlist	aiemmin							
ovdâlist       	ennen  	ovdâlist	ennen							
ovdâloovdâ  -lovduu     	esirippu  	ovdâ	esi		loovdâ	rippu	-lovduu			
ovdâmááhu  -mááVu     	esimaku  	ovdâ	esi		mááhu	maku	-mááVu			
ovdâmáttááttâs       	esiopetus  	ovdâ	esi		máttááttâs	opetus				
ovdâme'rhâlâš  -me'rhâlii     	esimerkillinen  	ovdâ	esi		me'rhâlâš	merkillinen	-me'rhâlii			
ovdâmerkkâ  -meerhâ     	esimerkki  	ovdâ	esi		merkkâ	merkki	-meerhâ			
ovdâmerkkim       	etumerkintä  (mus.)	ovdâ	etu		merkkim	merkintä			(mus.)	
ovdâmiäi'gu  -miäigu     	etunoja  	ovdâ	etu		miäi'gu	noja	-miäigu			
ovdánâm       	edistynyt  	ovdánâm	edistynyt							
ovdánâm       	kehittynyt  	ovdánâm	kehittynyt							
ovdáneijeerijkkâ  -riijhâ     	kehitysmaa  	ovdáneijee	kehitys		rijkkâ	maa	-riijhâ			
ovdánem       	edistys  	ovdánem	edistys							
ovdánem       	kehitys  	ovdánem	kehitys							
ovdánemmie'lâlâš  -mie'lâlii     	edistyksellinen  	ovdánem	edistyksellinen		mie'lâlâš		-mie'lâlii			
ovdánemrijkkâ  -riijhâ     	kehitysmaa  	ovdánem	kehitys		rijkkâ	maa	-riijhâ			
ovdánemsunde  -su'nde     	trendi  	ovdánem	trendi		sunde		-su'nde			
ovdánemvádulâš  -vádulii     	kehitysvammainen  	ovdánem	kehitys		vádulâš	vammainen	-vádulii			
ovdániđ       	kehittyä  	ovdániđ	kehittyä							
ovdániđ       	edetä  	ovdániđ	edetä							
ovdániđ       	edistyä  	ovdániđ	edistyä							
ovdánmettum  # -is     	edistymätön  	ovdánmettum	edistymätön				# -is			
ovdánmettum  # -is     	kehittymätön  	ovdánmettum	kehittymätön				# -is			
ovdânommâ  -noomâ     	etunimi  	ovdâ	etu		nommâ	nimi	-noomâ			
ovdâolmooš  -ulmuu     	edustaja  	ovdâ	edustaja		olmooš		-ulmuu			
ovdâolmooš  -ulmuu     	esimies  	ovdâ	esi		olmooš	mies	-ulmuu			
ovdâpeŋkkâ  -peeŋkâ     	etuistuin  	ovdâ	etu		peŋkkâ	istuin	-peeŋkâ			
ovdâpääNi  -pääni ~ -päne     	etuhammas  	ovdâ	etu		pääNi	hammas	-pääni ~ -päne			
ovdâráksá  -ráávsá     	eturauhanen  	ovdâ	etu		ráksá	rauhanen	-ráávsá			
ovdârukkoos       	esirukous  	ovdâ	esi		rukkoos	rukous				
ovdâräätis  -ráttá     	etupyörä  	ovdâ	etu		räätis	pyörä	-ráttá			
ovdâsaahâ  -saaVâ     	esitelmä  	ovdâ	esitelmä		saahâ		-saaVâ			
ovdâšeh       	enne  	ovdâšeh	enne							
ovdâšeh       	etiäinen  	ovdâšeh	etiäinen							
ovdâsijđo  -siijđo     	julkisivu  	ovdâ	julki		sijđo	sivu	-siijđo			
ovdâšiljo  -ši'ljo     	etupiha  	ovdâ	etu		šiljo	piha	-ši'ljo			
o'vdâskodde  -kode     	eduskunta  	o'vdâs	edus		kodde	kunta	-kode			
o'vdâskoddevaaljah       	eduskuntavaalit  	o'vdâs	edus		koddevaaljah	kuntavaalit				
ovdâškovlâ  -škoovlâ     	esikoulu  	ovdâ	esi		škovlâ	koulu	-škoovlâ			
o'vdâskuá'vlui       	eteenpäin  	o'vdâs	eteen		kuá'vlui	päin				
o'vdâskulâi       	eteenpäin  	o'vdâs	eteen		kulâi	päin				
o'vdâskulij       	eteenpäin  	o'vdâs	eteen		kulij	päin				
ovdâsmakkâ  -smaahâ     	esimaku  	ovdâ	esi		smakkâ	maku	-smaahâ			
o'vdâsmaŋas       	edestakaisin  	o'vdâs	edes		maŋas	takaisin				
ovdâsopâmuš       	esisopimus  	ovdâ	esi		sopâmuš	sopimus				
o'vdâspiergim       	toimeentulo  	o'vdâs	toimeen		piergim	tulo				
ovdâstâs       	edustusto  	ovdâstâs	edustusto							
o'vdâsteijee       	edustava  	o'vdâsteijee	edustava							
o'vdâsteijee       	edustaja  	o'vdâsteijee	edustaja							
o'vdâsteijeevâš       	edustuksellinen  	o'vdâsteijeevâš	edustuksellinen							
ovdâstem       	edustus  	ovdâstem	edustus							
o'vdâstemjuáv'kku  -juávhu     	edustajisto  	o'vdâstem	edustajisto		juáv'kku		-juávhu			
o'vdâstiđ       	edustaa  	o'vdâstiđ	edustaa							
o'vdâsvástádâs       	vastuu  	o'vdâs	vastuu		vástádâs					
o'vdâsvástádâslâš  -vástádâslii     	vastuullinen  	o'vdâs	vastuullinen		vástádâslâš		-vástádâslii			
o'vdâsvástádâsttem  # -es     	syyntakeeton  	o'vdâsvástádâsttem	syyn			takeeton	# -es			
ovdâtábáhtum       	ennakkotapaus  	ovdâ	ennakko		tábáhtum	tapaus				
ovdâtutkâm       	esitutkinta  	ovdâ	esi		tutkâm	tutkinta				
ovdâtääSi  -tääsi     	esiaste  	ovdâ	esi		tääSi	aste	-tääsi			
ovdâuksâ  -uuvsâ     	etuovi  	ovdâ	etu		uksâ	ovi	-uuvsâ			
ovdâvepsi  -veepsi     	rintaevä  	ovdâ	rinta		vepsi	evä	-veepsi			
ovdâviäRu  -viäru     	ennakonpidätys  	ovdâ	ennakon		viäRu	pidätys	-viäru			
ovdâvookaal       	etuvokaali  	ovdâ	etu		vookaal	vokaali				
ovdâvuoi'gâdvuotâ  -vuoi'gâdvuođâ     	etuoikeus  	ovdâ	etu		vuoi'gâdvuotâ	oikeus	-vuoi'gâdvuođâ			
ovdâvyeijimvuoi'gâdvuotâ  -vuoi'gâdvuođâ     	etuajo-oikeus  	ovdâ	etu		vyeijimvuoi'gâdvuotâ	ajo-oikeus	-vuoi'gâdvuođâ			
o'vdebáš  o'vdebáá     	edellinen  	o'vdebáš	edellinen				o'vdebáá			
o'vdebâš  o'vdebáá     	aiempi  	o'vdebâš	aiempi				o'vdebáá			
o'vdebist       	edessä  	o'vdebist	edessä							
o'vdebist       	edestä  	o'vdebist	edestä							
o'vdedâs       	jaloste  	o'vdedâs	jaloste							
o'vdedem       	edistys  	o'vdedem	edistys							
o'vdedem       	kehittäminen  	o'vdedem	kehittäminen							
o'vdedem       	jalostaminen  (edelleen kehittäminen)	o'vdedem	jalostaminen						(edelleen kehittäminen)	
o'vdedem       	kehitys  	o'vdedem	kehitys							
o'vdedemiSe  -iše     	kehitysapu  	o'vdedem	kehitys		iSe	apu	-iše			
o'vdedemkuáv'lu  -kuávlu     	kehitysalue  	o'vdedem	kehitys		kuáv'lu	alue	-kuávlu			
o'vdedemohtsâšpargo  -pa'rgo     	kehitysyhteistyö  	o'vdedem	kehitys		ohtsâšpargo	yhteistyö	-pa'rgo			
o'vdedemriikâ  -riihâ     	kehitysmaa  	o'vdedem	kehitys		riikâ	maa	-riihâ			
o'vdedemrijkkâ  -riijhâ     	kehitysmaa  	o'vdedem	kehitys		rijkkâ	maa	-riijhâ			
o'vdedemruustig       	jalostamo  	o'vdedem	jalostamo		ruustig					
o'vdediđ  oovded ~ ovdeed     	edistää  	o'vdediđ	edistää				oovded ~ ovdeed			
o'vdediđ  oovded ~ ovdeed     	kehittää  	o'vdediđ	kehittää				oovded ~ ovdeed			
o'vdediđ  oovded ~ ovdeed     	kehitellä  	o'vdediđ	kehitellä				oovded ~ ovdeed			
o'vdediđ  oovded ~ ovdeed     	jalostaa  (kehittää edemmäs)	o'vdediđ	jalostaa				oovded ~ ovdeed		(kehittää edemmäs)	
ovdeláá       	vähän edemmäs  	ovdeláá	vähän 			edemmäs				
ovdeláhháá       	ihan vähän edemmäs  	ovdeláhháá	ihan 			vähän edemmäs				
o'vdemuš       	ensimmäinen  (useasta)	o'vdemuš	ensimmäinen						(useasta)	
o'vdemuš       	etummainen  	o'vdemuš	etummainen							
o'vdemustáá       	ensimmäiseksi  	o'vdemustáá	ensimmäiseksi							
ovdiibel       	edelle  	ovdii	edelle		bel					
ovdiibel       	etupuolelle  	ovdii	etu		bel	puolelle				
ovdiibeln       	edellä  	ovdii	edellä		beln					
ovdiibeln       	edeltä  	ovdii	edeltä		beln					
ovdiibeln       	edessäpäin  	ovdii	edessä		beln	päin				
ovdiibeln       	etupuolella  	ovdii	etu		beln	puolella				
ovdiibeln       	etupuolelta  	ovdii	etu		beln	puolelta				
ovdiist       	ennestään  	ovdiist	ennestään							
ovdil       	ennen  	ovdil	ennen							
ovdištiđ  oovdišt     	entistää  	ovdištiđ	entistää				oovdišt			
ovdištiđ  oovdišt     	entisöidä  	ovdištiđ	entisöidä				oovdišt			
ovdláá       	vähän aikaisemmin  	ovdláá	vähän 			aikaisemmin				
ovdláá       	vähän enne  	ovdláá	vähän 			enne				
ovdláhháá       	ihan vähän aikaisemmin  	ovdláhháá	ihan 			vähän aikaisemmin				
ovdláhháá       	ihan vähän ennen  	ovdláhháá	ihan 			vähän ennen				
o'vtâdâh  o'vtâduv     	yksikkö  	o'vtâdâh	yksikkö				o'vtâduv			
o'vtâi       	yksitellen  	o'vtâi	yksitellen							
o'vtâi mild       	yksitellen  	o'vtâi 	yksitellen		mild					
o'vtâldâh  o'vtâlduv     	yhtälö  (matem.)	o'vtâldâh	yhtälö				o'vtâlduv		(matem.)	
o'vtâskâs       	yksityinen  	o'vtâskâs	yksityinen							
o'vtâskâs       	yksittäinen  	o'vtâskâs	yksittäinen							
o'vtâskâs  ulmuu     	yksilö  	o'vtâskâs	yksilö				ulmuu			
o'vtâskâs olmooš       	yksilö  	o'vtâskâs 	yksilö		olmooš					
o'vtâskâsčyegis  -čuág'gá     	yksityiskohta  	o'vtâskâs	yksityis		čyegis	kohta	-čuág'gá			
o'vtâskâstábáhtus       	yksittäistapaus  	o'vtâskâs	yksittäis		tábáhtus	tapaus				
o'vtâspargo  -pa'rgo     	yhteistyö  	o'vtâs	yhteis		pargo	työ	-pa'rgo			
o'vtâstâh  o'vtâstuv     	yhdiste  	o'vtâstâh	yhdiste				o'vtâstuv			
o'vtâstâttâđ       	yhdistyä  	o'vtâstâttâđ	yhdistyä							
o'vtâstâttâđ       	yhdistäytyä  	o'vtâstâttâđ	yhdistäytyä							
o'vtâstittiđ  o'vtâstitám     	yhdistää  	o'vtâstittiđ	yhdistää				o'vtâstitám			
o'vtâstittum       	yhdistetty  	o'vtâstittum	yhdistetty							
ovtâstuđ  ovtâstuum ovtâstuVá     	yhtyä  (liittyä yhteen)	ovtâstuđ	yhtyä				ovtâstuum ovtâstuVá		(liittyä yhteen)	
